0.983429,0.01169,1.19961e-09,4.72523e-23,1.99532e-09,0.00520018,3.05145e-08,7.01471e-14,6.15791e-22,7.14316e-16,3.23722e-14,7.76834e-23,3.13261e-09,0.0073761,4.60201e-29,2.47985e-29
0.0024348,0.97814,3.84136e-09,4.825e-31,4.15637e-21,6.46854e-06,0.00368195,1.35604e-06,8.40689e-21,4.12378e-18,9.46662e-23,1.22556e-16,4.7762e-15,1.60891e-12,6.27288e-30,2.26752e-22
4.76677e-16,6.82298e-09,0.972351,2.12137e-21,7.36724e-15,3.69411e-24,0.0144439,1.01948e-09,0.00602902,6.50851e-33,2.63145e-25,2.2619e-25,0.0125715,5.32704e-10,3.19672e-13,1.81784e-19
6.27424e-23,4.56069e-18,1.19979e-14,0.988581,0.00311558,6.76668e-21,1.43568e-14,9.41581e-14,1.92078e-09,8.94243e-14,0.00437611,4.09529e-14,1.43526e-06,6.8251e-17,0.00411397,1.20852e-09
1.46453e-11,1.48066e-14,1.1909e-11,0.00121179,0.992569,1.30135e-13,1.20879e-14,2.83657e-18,1.90715e-13,4.32187e-15,0.00235543,2.32923e-22,0.00498431,4.19343e-05,6.49087e-12,9.96581e-22
0.00575155,0.00594289,1.49752e-20,3.36701e-18,1.08516e-12,0.98806,1.32949e-11,3.43899e-10,3.59819e-29,0.00606199,5.11065e-07,8.12643e-10,1.09314e-18,2.30541e-14,5.96477e-28,2.08741e-19
2.37778e-15,0.00726472,0.00835662,1.78042e-30,4.31203e-26,5.61288e-20,0.978175,0.00705592,1.57238e-08,7.28047e-29,1.52829e-30,6.47105e-17,8.03325e-12,6.39671e-19,1.86734e-19,1.54619e-14
7.76456e-20,0.00239179,1.51927e-14,5.44431e-25,1.89704e-29,1.29857e-15,0.008851,0.982751,3.49029e-16,5.86018e-15,1.17626e-22,0.00637533,6.75541e-22,2.56314e-31,5.08471e-18,0.000911525
5.38527e-27,1.49403e-14,0.00996043,3.17494e-12,9.44985e-15,3.34945e-31,8.92011e-05,6.18031e-08,0.988097,1.61705e-30,3.76186e-21,6.27612e-19,0.000672618,6.40745e-19,0.00911232,5.98892e-09
2.88541e-11,7.816e-07,4.92337e-25,4.2116e-11,2.22534e-13,0.00719221,1.08148e-13,3.50362e-08,1.06992e-27,0.985933,0.00640617,0.00718929,2.00596e-21,9.16934e-23,1.34945e-20,3.01998e-10
9.40476e-13,1.93197e-12,2.25445e-21,0.00489314,0.000830749,1.393e-07,1.7677e-16,5.78295e-14,7.21068e-22,0.00305799,0.986857,2.29853e-10,4.69514e-13,2.441e-15,2.51709e-14,4.87214e-14
9.1784e-18,5.00494e-06,3.34936e-23,3.07776e-15,9.78372e-22,8.06063e-09,1.18075e-09,0.0104741,1.87804e-23,0.00511095,6.30033e-10,0.98627,4.1649e-24,8.60549e-31,1.07745e-17,0.00230183
5.66936e-12,2.35147e-12,0.0103364,3.28641e-12,0.00118903,1.91797e-19,1.02704e-08,2.45349e-16,1.58978e-06,6.59747e-27,1.53171e-14,2.16409e-28,0.966112,0.00908937,1.19935e-12,1.87951e-24
0.0117006,1.26611e-07,6.87826e-06,8.50854e-17,0.00206868,2.51325e-09,1.46702e-09,2.52938e-17,3.06996e-15,5.17622e-21,1.29831e-12,3.82754e-28,0.0141063,0.983675,3.42286e-22,2.80919e-30
1.86237e-30,6.98312e-18,6.45777e-11,0.00526818,1.85566e-11,5.07395e-29,7.31661e-10,1.95602e-08,0.00672845,1.58652e-20,1.7048e-11,1.09465e-11,1.17828e-07,2.99982e-24,0.985803,0.00561171
6.37132e-30,2.61652e-13,7.48583e-15,2.69136e-09,6.09145e-20,4.73414e-25,9.91463e-08,0.00395925,3.87883e-08,6.21466e-16,1.94331e-14,0.000367568,1.71645e-15,9.36682e-32,0.000939499,0.992054
